,Name,Platform,Year,Genre,Publisher,Sales,region
371,Resident Evil 5,X360,2009,Action,Capcom,2.11,NA
372,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,NA
373,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.84,NA
374,Kung Fu,NES,1985,Action,Nintendo,1.64,NA
375,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,NA
376,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,NA
378,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,1.94,NA
379,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.09,NA
380,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.11,NA
381,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.26,NA
382,Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,NA
383,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0.0,NA
384,Borderlands,X360,2009,Shooter,Take-Two Interactive,2.39,NA
385,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,NA
386,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.34,NA
387,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.82,NA
388,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,NA
390,Spider-Man 2,PS2,2004,Action,Activision,1.75,NA
391,F-1 Race,GB,1990,Racing,Nintendo,1.73,NA
392,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,NA
393,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,NA
394,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.03,NA
395,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.08,NA
396,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.43,NA
398,The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,1.9,NA
399,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.65,NA
400,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1.63,NA
401,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,NA
402,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0.0,NA
403,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,NA
404,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1.44,NA
405,Mario Party 9,Wii,2012,Misc,Nintendo,1.15,NA
406,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,NA
407,Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,NA
408,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,NA
409,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.8,NA
410,Destiny,XOne,2014,Shooter,Activision,2.13,NA
411,True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,NA
412,Wii Music,Wii,2008,Misc,Nintendo,1.36,NA
413,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,0.5,NA
414,Monster Hunter X,3DS,2015,Action,Capcom,0.25,NA
415,Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,NA
416,FIFA 16,XOne,2015,Sports,Electronic Arts,0.88,NA
417,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,NA
418,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.33,NA
419,Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,0.03,NA
420,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1.72,NA
421,Baseball,NES,1983,Sports,Nintendo,0.73,NA
422,Killer Instinct,SNES,1995,Fighting,Nintendo,2.26,NA
423,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1.76,NA
424,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,NA
425,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,NA
428,Enter the Matrix,PS2,2003,Action,Atari,1.78,NA
429,Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,NA
430,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,NA
432,Rhythm Heaven,DS,2008,Misc,Nintendo,0.58,NA
434,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.88,NA
435,Animal Crossing,GC,2001,Simulation,Nintendo,1.92,NA
436,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.79,NA
437,Sonic Rush,DS,2005,Platform,Sega,1.22,NA
438,Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,NA
439,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.89,NA
440,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,NA
441,Spider-Man,PS,2000,Action,Activision,1.7,NA
442,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,NA
443,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,2.31,NA
444,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.91,NA
445,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,NA
447,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,NA
448,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,NA
449,FIFA 15,X360,2014,Sports,Electronic Arts,0.78,NA
450,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,NA
451,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,NA
452,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1.92,NA
453,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,NA
454,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,NA
455,Donkey Kong,GB,1994,Platform,Nintendo,1.57,NA
456,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,NA
457,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,NA
458,Kung Fu Panda,X360,2008,Action,Activision,1.91,NA
459,Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,NA
460,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.06,NA
461,Saints Row 2,X360,2008,Action,THQ,1.94,NA
462,Rayman,PS,1995,Platform,Ubisoft,1.54,NA
463,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,NA
464,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,NA
465,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,NA
466,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,1.45,NA
467,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.38,NA
468,NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,NA
469,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,NA
471,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,NA
472,Star Fox,SNES,1993,Shooter,Nintendo,1.61,NA
473,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,NA
474,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,NA
475,Devil May Cry,PS2,2001,Action,Capcom,1.36,NA
476,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.47,NA
477,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,NA
478,The Sims 4,PC,2014,Simulation,Electronic Arts,0.96,NA
479,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,NA
480,Sonic Heroes,PS2,2003,Platform,Sega,1.04,NA
481,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.57,NA
482,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1.36,NA
483,Street Fighter IV,X360,2009,Fighting,Capcom,1.82,NA
484,Wave Race 64,N64,1996,Racing,Nintendo,1.98,NA
485,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.22,NA
486,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,1.45,NA
487,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,NA
488,Pac-Man Collection,GBA,2001,Puzzle,Atari,2.07,NA
489,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,NA
490,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.87,NA
492,Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,1.75,NA
493,FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,NA
494,Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,NA
495,Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.54,NA
496,Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,NA
497,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,0.08,NA
498,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,NA
499,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,NA
500,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,NA
502,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.03,NA
503,Imagine: Babyz,DS,2007,Simulation,Ubisoft,1.3,NA
505,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.87,NA
506,Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,NA
507,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,NA
508,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,NA
509,F-Zero,SNES,1990,Racing,Nintendo,1.37,NA
510,Yoshi's Story,N64,1997,Platform,Nintendo,1.29,NA
512,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.4,NA
513,FIFA 16,PS3,2015,Sports,Electronic Arts,0.4,NA
514,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,NA
515,BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,NA
516,Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,NA
517,Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,NA
518,WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,1.32,NA
519,Metroid Prime,GC,2002,Shooter,Nintendo,1.96,NA
520,Finding Nemo,GBA,2003,Action,THQ,1.59,NA
522,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,NA
523,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,1.32,NA
524,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,1.32,NA
525,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,NA
526,Yoshi's Island DS,DS,2006,Platform,Nintendo,1.47,NA
527,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,0.29,NA
528,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,NA
529,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,1.96,NA
530,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,1.19,NA
533,Battlefield 3,PC,2011,Shooter,Electronic Arts,0.89,NA
534,NBA Street,PS2,2001,Sports,Electronic Arts,2.19,NA
535,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,0.3,NA
536,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,0.46,NA
537,Jak II,PS2,2003,Platform,Sony Computer Entertainment,1.68,NA
538,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.27,NA
539,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,1.44,NA
540,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.2,NA
541,The Sims,PS2,2003,Simulation,Electronic Arts,1.41,NA
542,Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.24,NA
543,Saints Row: The Third,X360,2011,Action,THQ,1.25,NA
544,Missile Command,2600,1980,Shooter,Atari,2.56,NA
545,Mario Paint,SNES,1992,Misc,Nintendo,1.43,NA
546,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,NA
547,Pokémon Stadium 2,N64,2000,Strategy,Nintendo,1.02,NA
548,Metroid,NES,1986,Action,Nintendo,1.33,NA
549,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.52,NA
550,Call of Duty 3,X360,2006,Shooter,Activision,1.49,NA
551,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1.75,NA
553,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.47,NA
554,Mario Party,N64,1998,Misc,Nintendo,1.25,NA
555,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,NA
556,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,1.85,NA
557,Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,NA
558,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,1.63,NA
559,Skate 3,X360,2010,Sports,Electronic Arts,1.46,NA
560,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,NA
562,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,NA
563,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,NA
565,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,NA
566,Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,NA
567,Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,NA
568,Fable,XB,2004,Role-Playing,Microsoft Game Studios,1.99,NA
569,Hannah Montana,DS,2006,Action,Disney Interactive Studios,1.59,NA
570,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,NA
571,Skylanders Giants,Wii,2012,Action,Activision,1.56,NA
572,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.86,NA
573,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,0.0,NA
574,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,2.0,NA
575,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.53,NA
576,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2.0,NA
577,Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,0.76,NA
578,Halo Wars,X360,2009,Strategy,Microsoft Game Studios,1.53,NA
579,God of War Collection,PS3,2009,Action,Sony Computer Entertainment,1.7,NA
580,ESPN NFL 2K5,PS2,2004,Sports,Sega,2.15,NA
581,Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.07,NA
582,Medal of Honor,X360,2010,Shooter,Electronic Arts,1.55,NA
583,FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,NA
584,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,NA
585,Style Savvy,DS,2008,Simulation,Nintendo,0.63,NA
586,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,0.9,NA
587,Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,1.02,NA
588,Streets of Rage,GEN,1990,Action,Sega,1.86,NA
589,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.48,NA
590,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,0.93,NA
591,NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,NA
592,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,0.64,NA
593,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,NA
594,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,1.04,NA
595,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,0.37,NA
596,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,1.4,NA
597,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,1.31,NA
598,Art Academy,DS,2010,Misc,Nintendo,0.28,NA
599,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,NA
600,Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,NA
601,Sonic Adventure 2 Battle,GC,2001,Platform,Sega,1.7,NA
603,Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.11,NA
604,Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,1.21,NA
605,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,1.13,NA
606,Madden NFL 09,X360,2008,Sports,Electronic Arts,2.21,NA
609,Perfect Dark,N64,2000,Action,Nintendo,1.55,NA
610,Game Party,Wii,2007,Misc,Midway Games,1.5,NA
611,Dragon Warrior,NES,1986,Role-Playing,Capcom,0.49,NA
612,Tomb Raider (2013),PS3,2013,Action,Square Enix,0.6,NA
613,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,NA
614,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,0.13,NA
615,Mario Party 2,N64,1999,Misc,Nintendo,1.28,NA
616,Saints Row: The Third,PS3,2011,Action,THQ,0.86,NA
617,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,1.84,NA
618,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,1.29,NA
619,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,1.81,NA
620,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,1.15,NA
621,Pure,X360,2008,Racing,Disney Interactive Studios,1.38,NA
622,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,1.15,NA
623,NBA 2K13,PS3,2012,Sports,Take-Two Interactive,1.72,NA
625,NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.1,NA
626,Mario Party 4,GC,2002,Misc,Nintendo,1.13,NA
627,uDraw Studio,Wii,2010,Misc,THQ,1.67,NA
628,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,1.55,NA
631,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,2.12,NA
632,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,1.44,NA
633,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,NA
634,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,1.07,NA
636,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.56,NA
637,Sonic Adventure,DC,1998,Platform,Sega,1.26,NA
638,Ice Hockey,NES,1988,Sports,Nintendo,1.27,NA
639,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,0.29,NA
640,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,1.63,NA
641,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2.07,NA
642,Dino Crisis,PS,1998,Action,Capcom,0.81,NA
643,Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,NA
644,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,NA
645,Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.07,NA
647,Pro Wrestling,NES,1987,Fighting,Nintendo,0.77,NA
648,Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,NA
650,Need for Speed (2015),PS4,2015,Racing,Electronic Arts,0.49,NA
654,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.07,NA
657,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,NA
658,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.73,NA
659,WCW/nWo Revenge,N64,1998,Fighting,THQ,1.94,NA
660,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.0,NA
661,NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.46,NA
662,Madden NFL 11,PS3,2010,Sports,Electronic Arts,2.04,NA
663,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,1.16,NA
664,Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,NA
666,The Incredibles,PS2,2004,Action,THQ,0.96,NA
667,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,1.25,NA
668,Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.03,NA
669,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.38,NA
670,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,0.69,NA
671,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,NA
672,Donkey Kong Land II,GB,1996,Platform,Nintendo,1.39,NA
673,Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive,0.0,NA
674,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,1.68,NA
675,Skylanders SWAP Force,Wii,2013,Platform,Activision,1.32,NA
676,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,0.92,NA
677,My Fitness Coach,Wii,2008,Sports,Ubisoft,1.2,NA
678,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,1.08,NA
679,The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,NA
680,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,1.14,NA
681,NBA 2K16,XOne,2015,Sports,Take-Two Interactive,1.93,NA
682,Just Dance Kids,Wii,2010,Misc,Ubisoft,1.57,NA
683,Mario Tennis,N64,2000,Sports,Nintendo,0.78,NA
684,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,0.79,NA
685,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,0.85,NA
686,WarioWare Touched!,DS,2004,Puzzle,Nintendo,0.52,NA
687,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,1.58,NA
690,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,NA
692,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,0.95,NA
694,Tomb Raider II,PC,1997,Action,Eidos Interactive,0.91,NA
695,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.23,NA
696,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,NA
697,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,0.3,NA
698,Just Dance 2015,Wii,2014,Misc,Ubisoft,1.11,NA
700,Mario Bros.,NES,1983,Platform,Nintendo,0.51,NA
701,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,0.38,NA
702,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,NA
703,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,NA
705,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,1.12,NA
706,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.34,NA
707,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.07,NA
708,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,1.22,NA
709,Wario Land 4,GBA,2001,Platform,Nintendo,0.9,NA
710,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,NA
712,Resident Evil 4,Wii,2007,Action,Capcom,1.34,NA
714,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,0.62,NA
716,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,NA
717,Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,NA
718,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.67,NA
719,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,0.51,NA
720,Sonic Advance,GBA,2001,Platform,Sega,1.19,NA
722,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,1.74,NA
723,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.42,NA
724,Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment,1.09,NA
725,New Super Luigi U,WiiU,2013,Platform,Nintendo,1.27,NA
726,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,0.88,NA
727,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,1.71,NA
728,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,1.0,NA
729,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,NA
730,BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.45,NA
731,Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,1.47,NA
732,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,1.06,NA
733,Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,NA
735,Guitar Hero II,X360,2007,Misc,Activision,2.01,NA
736,Wario Land 3,GB,2000,Platform,Nintendo,1.11,NA
737,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,NA
738,Sonic Unleashed,Wii,2008,Platform,Sega,1.28,NA
739,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,1.06,NA
740,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,0.34,NA
741,Saints Row,X360,2006,Action,THQ,1.17,NA
742,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1.68,NA
743,Kirby's Pinball Land,GB,1992,Misc,Nintendo,0.87,NA
744,Donkey Kong Country,GB,2000,Platform,Nintendo,1.04,NA
745,Hitman: Absolution,PS3,2012,Action,Square Enix,0.59,NA
746,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,0.0,NA
747,ATV Offroad Fury 2,PS2,2002,Racing,THQ,1.92,NA
748,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,NA
749,Madden NFL 25,X360,2013,Sports,Electronic Arts,1.97,NA
750,Pokemon Ranger,DS,2006,Role-Playing,Nintendo,1.29,NA
751,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,1.48,NA
752,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,1.27,NA
